buy_order,sell_order,percent_change
"{'orderType': True, 'location': 60004051, 'price': 26250.0, 'system': 30000150, 'item': 11690, 'volume': 1000}","{'orderType': False, 'location': 60003760, 'price': 25380.0, 'system': 30000142, 'item': 11690, 'volume': 4650}",3.4278959810874707
"{'orderType': True, 'location': 60015027, 'price': 1.52, 'system': 30030141, 'item': 215, 'volume': 946216}","{'orderType': False, 'location': 60003760, 'price': 1.47, 'system': 30000142, 'item': 215, 'volume': 5068}",3.40136054421769
"{'orderType': True, 'location': 60012316, 'price': 3360000.0, 'system': 30000202, 'item': 19422, 'volume': 5555}","{'orderType': False, 'location': 60003760, 'price': 3250000.0, 'system': 30000142, 'item': 19422, 'volume': 1}",3.3846153846153846
"{'orderType': True, 'location': 60012310, 'price': 43200000.0, 'system': 30000202, 'item': 19416, 'volume': 5555}","{'orderType': False, 'location': 60003760, 'price': 41800000.0, 'system': 30000142, 'item': 19416, 'volume': 1}",3.349282296650718
"{'orderType': True, 'location': 60012316, 'price': 9900000.0, 'system': 30000202, 'item': 19410, 'volume': 5555}","{'orderType': False, 'location': 60003760, 'price': 9580000.0, 'system': 30000142, 'item': 19410, 'volume': 3}",3.3402922755741122
"{'orderType': True, 'location': 60012310, 'price': 35700000.0, 'system': 30000202, 'item': 19415, 'volume': 5555}","{'orderType': False, 'location': 60003760, 'price': 34550000.0, 'system': 30000142, 'item': 19415, 'volume': 2}",3.3285094066570187
"{'orderType': True, 'location': 60003760, 'price': 1136000.0, 'system': 30000142, 'item': 3033, 'volume': 90}","{'orderType': False, 'location': 60013045, 'price': 1100000.0, 'system': 30000205, 'item': 3033, 'volume': 7}",3.272727272727273
"{'orderType': True, 'location': 60012316, 'price': 61200000.0, 'system': 30000202, 'item': 19418, 'volume': 5555}","{'orderType': False, 'location': 60003760, 'price': 59300000.0, 'system': 30000142, 'item': 19418, 'volume': 1}",3.204047217537943
"{'orderType': True, 'location': 1042508032148, 'price': 46.31, 'system': 30000144, 'item': 62524, 'volume': 160099310}","{'orderType': False, 'location': 60014659, 'price': 44.98, 'system': 30000141, 'item': 62524, 'volume': 48067}",2.9568697198755123
"{'orderType': True, 'location': 60003760, 'price': 47.35, 'system': 30000142, 'item': 62525, 'volume': 2982665}","{'orderType': False, 'location': 60000790, 'price': 46.0, 'system': 30000188, 'item': 62525, 'volume': 635901}",2.9347826086956554
"{'orderType': True, 'location': 60003760, 'price': 1028000.0, 'system': 30000142, 'item': 648, 'volume': 170}","{'orderType': False, 'location': 60015027, 'price': 998900.0, 'system': 30030141, 'item': 648, 'volume': 1013}",2.913204524977475
"{'orderType': True, 'location': 1042508032148, 'price': 95330.0, 'system': 30000144, 'item': 2254, 'volume': 57}","{'orderType': False, 'location': 60006424, 'price': 92686.65, 'system': 30000132, 'item': 2254, 'volume': 277}",2.8519209616487444
"{'orderType': True, 'location': 60004051, 'price': 500.0, 'system': 30000150, 'item': 42829, 'volume': 5000}","{'orderType': False, 'location': 60003760, 'price': 486.2, 'system': 30000142, 'item': 42829, 'volume': 76767}",2.838338132455782
"{'orderType': True, 'location': 60003760, 'price': 523100.0, 'system': 30000142, 'item': 9331, 'volume': 102}","{'orderType': False, 'location': 60002359, 'price': 509600.0, 'system': 30000180, 'item': 9331, 'volume': 2}",2.6491365777080063
"{'orderType': True, 'location': 60003760, 'price': 923200.0, 'system': 30000142, 'item': 11327, 'volume': 122}","{'orderType': False, 'location': 60004237, 'price': 900000.0, 'system': 30000129, 'item': 11327, 'volume': 2}",2.577777777777778
"{'orderType': True, 'location': 60003760, 'price': 5180000.0, 'system': 30000142, 'item': 37611, 'volume': 10}","{'orderType': False, 'location': 60012667, 'price': 5050000.0, 'system': 30000180, 'item': 37611, 'volume': 1}",2.5742574257425743
"{'orderType': True, 'location': 60005608, 'price': 5128000.0, 'system': 30000119, 'item': 17341, 'volume': 1}","{'orderType': False, 'location': 60010201, 'price': 5000000.0, 'system': 30000164, 'item': 17341, 'volume': 5555550}",2.56
"{'orderType': True, 'location': 60003760, 'price': 3807.0, 'system': 30000142, 'item': 6485, 'volume': 1498}","{'orderType': False, 'location': 60015002, 'price': 3712.0, 'system': 30021407, 'item': 6485, 'volume': 1}",2.5592672413793105
"{'orderType': True, 'location': 60003760, 'price': 318.0, 'system': 30000142, 'item': 63165, 'volume': 69024}","{'orderType': False, 'location': 60015027, 'price': 310.1, 'system': 30030141, 'item': 63165, 'volume': 200}",2.5475653015156325
"{'orderType': True, 'location': 60003724, 'price': 50000.0, 'system': 30000145, 'item': 85758, 'volume': 90909}","{'orderType': False, 'location': 60003760, 'price': 48790.0, 'system': 30000142, 'item': 85758, 'volume': 209}",2.4800163968026236
"{'orderType': True, 'location': 60002359, 'price': 1885000.0, 'system': 30000180, 'item': 34204, 'volume': 6}","{'orderType': False, 'location': 60003760, 'price': 1840000.0, 'system': 30000142, 'item': 34204, 'volume': 2}",2.4456521739130435
"{'orderType': True, 'location': 60003760, 'price': 8194000.0, 'system': 30000142, 'item': 23057, 'volume': 10}","{'orderType': False, 'location': 60000484, 'price': 8000000.0, 'system': 30000204, 'item': 23057, 'volume': 30}",2.4250000000000003
"{'orderType': True, 'location': 60003760, 'price': 11.75, 'system': 30000142, 'item': 17470, 'volume': 17273291}","{'orderType': False, 'location': 60003685, 'price': 11.5, 'system': 30000148, 'item': 17470, 'volume': 4434}",2.1739130434782608
"{'orderType': True, 'location': 1044752365771, 'price': 40860000.0, 'system': 30000144, 'item': 22125, 'volume': 2}","{'orderType': False, 'location': 60015027, 'price': 40000000.0, 'system': 30030141, 'item': 22125, 'volume': 1}",2.15
"{'orderType': True, 'location': 60013042, 'price': 29120000.0, 'system': 30000202, 'item': 19414, 'volume': 11111}","{'orderType': False, 'location': 60003760, 'price': 28520000.0, 'system': 30000142, 'item': 19414, 'volume': 2}",2.1037868162692845
"{'orderType': True, 'location': 60003760, 'price': 408100.0, 'system': 30000142, 'item': 5697, 'volume': 55}","{'orderType': False, 'location': 60012670, 'price': 400000.0, 'system': 30000185, 'item': 5697, 'volume': 1}",2.025
"{'orderType': True, 'location': 60000790, 'price': 393500.0, 'system': 30000188, 'item': 55831, 'volume': 2}","{'orderType': False, 'location': 60003760, 'price': 385700.0, 'system': 30000142, 'item': 55831, 'volume': 3}",2.022297122115634
"{'orderType': True, 'location': 60003760, 'price': 102000000.0, 'system': 30000142, 'item': 81043, 'volume': 1}","{'orderType': False, 'location': 60006853, 'price': 100000000.0, 'system': 30000162, 'item': 81043, 'volume': 22222}",2.0
"{'orderType': True, 'location': 60003760, 'price': 5100000.0, 'system': 30000142, 'item': 37608, 'volume': 336}","{'orderType': False, 'location': 60004054, 'price': 5000000.0, 'system': 30000147, 'item': 37608, 'volume': 2}",2.0
"{'orderType': True, 'location': 60005608, 'price': 5098000.0, 'system': 30000119, 'item': 17352, 'volume': 1}","{'orderType': False, 'location': 60002236, 'price': 5000000.0, 'system': 30000188, 'item': 17352, 'volume': 5464475}",1.96
"{'orderType': True, 'location': 60003760, 'price': 48.41, 'system': 30000142, 'item': 62526, 'volume': 6817976}","{'orderType': False, 'location': 60000790, 'price': 47.5, 'system': 30000188, 'item': 62526, 'volume': 141411}",1.9157894736842034
"{'orderType': True, 'location': 60003760, 'price': 520000.0, 'system': 30000142, 'item': 2873, 'volume': 313}","{'orderType': False, 'location': 60003760, 'price': 510500.0, 'system': 30000142, 'item': 2873, 'volume': 14}",1.860920666013712
"{'orderType': True, 'location': 60012310, 'price': 21840000.0, 'system': 30000202, 'item': 19413, 'volume': 5555}","{'orderType': False, 'location': 60003760, 'price': 21450000.0, 'system': 30000142, 'item': 19413, 'volume': 1}",1.8181818181818181
"{'orderType': True, 'location': 60013141, 'price': 10000000.0, 'system': 30000194, 'item': 85726, 'volume': 1666}","{'orderType': False, 'location': 60003760, 'price': 9829000.0, 'system': 30000142, 'item': 85726, 'volume': 1}",1.7397497202156882
"{'orderType': True, 'location': 60003760, 'price': 68120.0, 'system': 30000142, 'item': 8537, 'volume': 994}","{'orderType': False, 'location': 60004474, 'price': 67000.0, 'system': 30000188, 'item': 8537, 'volume': 4}",1.671641791044776
"{'orderType': True, 'location': 60003760, 'price': 1220000.0, 'system': 30000142, 'item': 15592, 'volume': 75}","{'orderType': False, 'location': 60004228, 'price': 1200000.0, 'system': 30000129, 'item': 15592, 'volume': 4}",1.6666666666666667
"{'orderType': True, 'location': 60003760, 'price': 410800.0, 'system': 30000142, 'item': 5721, 'volume': 326}","{'orderType': False, 'location': 60004228, 'price': 404300.0, 'system': 30000129, 'item': 5721, 'volume': 1}",1.607717041800643
"{'orderType': True, 'location': 60003760, 'price': 3400.0, 'system': 30000142, 'item': 45662, 'volume': 12913}","{'orderType': False, 'location': 60003469, 'price': 3348.0, 'system': 30000142, 'item': 45662, 'volume': 17}",1.5531660692951015
"{'orderType': True, 'location': 60002359, 'price': 105000.0, 'system': 30000180, 'item': 20414, 'volume': 18}","{'orderType': False, 'location': 60003760, 'price': 103400.0, 'system': 30000142, 'item': 20414, 'volume': 170}",1.5473887814313347
"{'orderType': True, 'location': 60003760, 'price': 913700.0, 'system': 30000142, 'item': 5945, 'volume': 90}","{'orderType': False, 'location': 60004228, 'price': 900000.0, 'system': 30000129, 'item': 5945, 'volume': 1}",1.5222222222222221
"{'orderType': True, 'location': 60003760, 'price': 100400.0, 'system': 30000142, 'item': 15614, 'volume': 6736}","{'orderType': False, 'location': 60012667, 'price': 99000.0, 'system': 30000180, 'item': 15614, 'volume': 9}",1.4141414141414141
"{'orderType': True, 'location': 60003760, 'price': 1500000.0, 'system': 30000142, 'item': 41056, 'volume': 300}","{'orderType': False, 'location': 60004474, 'price': 1480000.0, 'system': 30000188, 'item': 41056, 'volume': 3}",1.3513513513513513
"{'orderType': True, 'location': 60003760, 'price': 1201.0, 'system': 30000142, 'item': 17445, 'volume': 10000}","{'orderType': False, 'location': 60002842, 'price': 1185.0, 'system': 30000177, 'item': 17445, 'volume': 9000}",1.350210970464135
"{'orderType': True, 'location': 60003760, 'price': 3038.0, 'system': 30000142, 'item': 1229, 'volume': 12714}","{'orderType': False, 'location': 60013147, 'price': 3000.0, 'system': 30000189, 'item': 1229, 'volume': 1000}",1.2666666666666666
"{'orderType': True, 'location': 60003760, 'price': 82010.0, 'system': 30000142, 'item': 2551, 'volume': 245}","{'orderType': False, 'location': 60006424, 'price': 81000.03, 'system': 30000132, 'item': 2551, 'volume': 277}",1.246876081403922
"{'orderType': True, 'location': 60002359, 'price': 95000.0, 'system': 30000180, 'item': 20171, 'volume': 18}","{'orderType': False, 'location': 60003760, 'price': 93840.0, 'system': 30000142, 'item': 20171, 'volume': 1049}",1.23614663256607
"{'orderType': True, 'location': 60004444, 'price': 183900.0, 'system': 30000181, 'item': 31105, 'volume': 1}","{'orderType': False, 'location': 60003760, 'price': 181700.0, 'system': 30000142, 'item': 31105, 'volume': 117}",1.2107870115575123
"{'orderType': True, 'location': 60003760, 'price': 5301.0, 'system': 30000142, 'item': 84519, 'volume': 194}","{'orderType': False, 'location': 60003757, 'price': 5239.0, 'system': 30000142, 'item': 84519, 'volume': 1}",1.183431952662722
"{'orderType': True, 'location': 60003760, 'price': 687.7, 'system': 30000142, 'item': 9828, 'volume': 183074}","{'orderType': False, 'location': 60003172, 'price': 680.0, 'system': 30000200, 'item': 9828, 'volume': 6180}",1.1323529411764772
"{'orderType': True, 'location': 1042508032148, 'price': 47.48, 'system': 30000144, 'item': 62529, 'volume': 9236866}","{'orderType': False, 'location': 60000790, 'price': 47.0, 'system': 30000188, 'item': 62529, 'volume': 1847362}",1.021276595744674
"{'orderType': True, 'location': 60003760, 'price': 81820.0, 'system': 30000142, 'item': 2549, 'volume': 76}","{'orderType': False, 'location': 60006424, 'price': 81000.02, 'system': 30000132, 'item': 2549, 'volume': 277}",1.012320737698578
"{'orderType': True, 'location': 60012313, 'price': 10000.0, 'system': 30000201, 'item': 55931, 'volume': 11235}","{'orderType': False, 'location': 60003760, 'price': 9900.0, 'system': 30000142, 'item': 55931, 'volume': 3}",1.0101010101010102
"{'orderType': True, 'location': 60013141, 'price': 15000000.0, 'system': 30000194, 'item': 85731, 'volume': 1666}","{'orderType': False, 'location': 60003760, 'price': 14860000.0, 'system': 30000142, 'item': 85731, 'volume': 1}",0.9421265141318977
"{'orderType': True, 'location': 60012310, 'price': 11000.0, 'system': 30000202, 'item': 19400, 'volume': 79}","{'orderType': False, 'location': 60003760, 'price': 10900.0, 'system': 30000142, 'item': 19400, 'volume': 1}",0.9174311926605505
"{'orderType': True, 'location': 1042508032148, 'price': 111000.0, 'system': 30000144, 'item': 2361, 'volume': 250}","{'orderType': False, 'location': 60001876, 'price': 110000.0, 'system': 30000169, 'item': 2361, 'volume': 500}",0.9090909090909091
"{'orderType': True, 'location': 60003244, 'price': 300000000.0, 'system': 30000126, 'item': 81920, 'volume': 333}","{'orderType': False, 'location': 60003760, 'price': 298100000.0, 'system': 30000142, 'item': 81920, 'volume': 2}",0.6373700100637371
"{'orderType': True, 'location': 60013291, 'price': 160.0, 'system': 30000182, 'item': 16273, 'volume': 754536}","{'orderType': False, 'location': 60001594, 'price': 159.0, 'system': 30000188, 'item': 16273, 'volume': 802774}",0.628930817610063
"{'orderType': True, 'location': 60003760, 'price': 502.6, 'system': 30000142, 'item': 2398, 'volume': 760000}","{'orderType': False, 'location': 60001480, 'price': 500.0, 'system': 30000120, 'item': 2398, 'volume': 724000}",0.5200000000000046
"{'orderType': True, 'location': 60013144, 'price': 20000000.0, 'system': 30000193, 'item': 85728, 'volume': 1666}","{'orderType': False, 'location': 60003760, 'price': 19900000.0, 'system': 30000142, 'item': 85728, 'volume': 1}",0.5025125628140703
"{'orderType': True, 'location': 60003760, 'price': 247200.0, 'system': 30000142, 'item': 16265, 'volume': 372}","{'orderType': False, 'location': 60003394, 'price': 246000.0, 'system': 30000127, 'item': 16265, 'volume': 190}",0.4878048780487805
"{'orderType': True, 'location': 60003760, 'price': 239100.0, 'system': 30000142, 'item': 53984, 'volume': 305}","{'orderType': False, 'location': 60003676, 'price': 238000.0, 'system': 30000149, 'item': 53984, 'volume': 1}",0.46218487394957986
"{'orderType': True, 'location': 60000301, 'price': 239000.0, 'system': 30000188, 'item': 28444, 'volume': 3659}","{'orderType': False, 'location': 60003061, 'price': 238100.0, 'system': 30000120, 'item': 28444, 'volume': 1}",0.37799244015119693
"{'orderType': True, 'location': 60003760, 'price': 11540000.0, 'system': 30000142, 'item': 634, 'volume': 1}","{'orderType': False, 'location': 60002362, 'price': 11500000.0, 'system': 30000185, 'item': 634, 'volume': 1}",0.34782608695652173
"{'orderType': True, 'location': 60013150, 'price': 5000000.0, 'system': 30000190, 'item': 85713, 'volume': 1666}","{'orderType': False, 'location': 60003760, 'price': 4983000.0, 'system': 30000142, 'item': 85713, 'volume': 1}",0.3411599438089504
"{'orderType': True, 'location': 60003760, 'price': 3.02, 'system': 30000142, 'item': 2512, 'volume': 1958141}","{'orderType': False, 'location': 60003136, 'price': 3.01, 'system': 30000156, 'item': 2512, 'volume': 100}",0.33222591362127013
"{'orderType': True, 'location': 1044752365771, 'price': 1291.0, 'system': 30000144, 'item': 16639, 'volume': 9145}","{'orderType': False, 'location': 60003760, 'price': 1287.0, 'system': 30000142, 'item': 16639, 'volume': 413870}",0.3108003108003108
"{'orderType': True, 'location': 60003760, 'price': 85360.0, 'system': 30000142, 'item': 16423, 'volume': 484}","{'orderType': False, 'location': 60004228, 'price': 85100.0, 'system': 30000129, 'item': 16423, 'volume': 1}",0.30552291421856637
"{'orderType': True, 'location': 60003760, 'price': 18.61, 'system': 30000142, 'item': 188, 'volume': 150683}","{'orderType': False, 'location': 60012667, 'price': 18.56, 'system': 30000180, 'item': 188, 'volume': 50312}",0.2693965517241418
"{'orderType': True, 'location': 60003469, 'price': 9610.0, 'system': 30000142, 'item': 16649, 'volume': 19924}","{'orderType': False, 'location': 60003760, 'price': 9596.0, 'system': 30000142, 'item': 16649, 'volume': 0}",0.14589412255106293
"{'orderType': True, 'location': 60003760, 'price': 33060.0, 'system': 30000142, 'item': 16515, 'volume': 462}","{'orderType': False, 'location': 60000871, 'price': 33020.0, 'system': 30000184, 'item': 16515, 'volume': 2}",0.12113870381586916
"{'orderType': True, 'location': 60003760, 'price': 5038.0, 'system': 30000142, 'item': 9608, 'volume': 4745}","{'orderType': False, 'location': 60003136, 'price': 5032.0, 'system': 30000156, 'item': 9608, 'volume': 1}",0.11923688394276628
"{'orderType': True, 'location': 60003760, 'price': 19560.0, 'system': 30000142, 'item': 19500, 'volume': 3788}","{'orderType': False, 'location': 60003934, 'price': 19540.0, 'system': 30000153, 'item': 19500, 'volume': 2}",0.1023541453428864
"{'orderType': True, 'location': 60004228, 'price': 30.05, 'system': 30000129, 'item': 17459, 'volume': 1597406}","{'orderType': False, 'location': 60003760, 'price': 30.02, 'system': 30000142, 'item': 17459, 'volume': 33998}",0.09993337774817168
"{'orderType': True, 'location': 60015169, 'price': 10640000.0, 'system': 30000142, 'item': 72913, 'volume': 1}","{'orderType': False, 'location': 60003760, 'price': 10630000.0, 'system': 30000142, 'item': 72913, 'volume': 1}",0.09407337723424271
"{'orderType': True, 'location': 60004228, 'price': 34.05, 'system': 30000129, 'item': 17460, 'volume': 2693843}","{'orderType': False, 'location': 60003760, 'price': 34.02, 'system': 30000142, 'item': 17460, 'volume': 84}",0.0881834215167373
"{'orderType': True, 'location': 60003760, 'price': 85110.0, 'system': 30000142, 'item': 7369, 'volume': 480}","{'orderType': False, 'location': 60003136, 'price': 85050.0, 'system': 30000156, 'item': 7369, 'volume': 2}",0.07054673721340389
"{'orderType': True, 'location': 60012310, 'price': 1000000.0, 'system': 30000202, 'item': 55933, 'volume': 11235}","{'orderType': False, 'location': 60003760, 'price': 999400.0, 'system': 30000142, 'item': 55933, 'volume': 15}",0.06003602161296778
"{'orderType': True, 'location': 60003760, 'price': 7295.0, 'system': 30000142, 'item': 5093, 'volume': 117}","{'orderType': False, 'location': 60004228, 'price': 7291.0, 'system': 30000129, 'item': 5093, 'volume': 1}",0.054862158825949796
"{'orderType': True, 'location': 60003760, 'price': 25010.0, 'system': 30000142, 'item': 15629, 'volume': 1403}","{'orderType': False, 'location': 60004213, 'price': 25000.0, 'system': 30000153, 'item': 15629, 'volume': 2}",0.04
"{'orderType': True, 'location': 60003760, 'price': 6000.0, 'system': 30000142, 'item': 47896, 'volume': 1000}","{'orderType': False, 'location': 60003760, 'price': 5998.0, 'system': 30000142, 'item': 47896, 'volume': 3}",0.03334444814938312
"{'orderType': True, 'location': 60003760, 'price': 35120.0, 'system': 30000142, 'item': 33466, 'volume': 939}","{'orderType': False, 'location': 60004237, 'price': 35110.0, 'system': 30000129, 'item': 33466, 'volume': 1}",0.02848191398461977
